,tweet,labels
13884,poppi give discou bitch get lowwwww,Offensive language
13885,poppi give discount bitch get lowwwnaw fareal tho,Offensive language
13886,pop interview remain warm fuzzi,Neither hate speech nor offensive language
13887,pop told never stick ya broke bitch,Offensive language
13888,porch monkey life,Hate speech
13889,porch monkey life randel,Offensive language
13890,porcha grandma realli like nig real tri hollar fo real,Offensive language
13891,pornographicoooodont make hoeoo,Offensive language
13892,post new song guala  ,Neither hate speech nor offensive language
13893,post new song guala  music,Neither hate speech nor offensive language
13894,power bomb dat hoe,Offensive language
13895,ppl realli cant handl girl that yes girl say feel  come bitch,Offensive language
13896,practic got arrest tonight allow utampa ground year fml im retard,Neither hate speech nor offensive language
13897,prais thi lord season beani upon us,Neither hate speech nor offensive language
13898,preach rt poonsoak ugli girl way go man nobodi got time pretti hoe,Offensive language
13899,precis rt brandnewandrew harold soon yall break start shit swore shed never like hoe,Offensive language
13900,prejudic preconceiv awar base major interact negat slant come lib self preserv basi,Neither hate speech nor offensive language
13901,prepar call nigger night mean play cod night advancedwarfaredayzero,Offensive language
13902,press pussi get mani freebi,Offensive language
13903,pretend asshol callin women bitch know love em lol,Offensive language
13904,pretend make rain ghetto presid govt money whore beg utilti stay one day,Offensive language
13905,pretti ass niggah ,Offensive language
13906,pretti bitch even prettier titti ,Offensive language
13907,pretti mother fucker pull bitch like,Offensive language
13908,pretti motherfuck pull bitch like,Offensive language
13909,pretti muthafucka pull bitch like,Offensive language
13910,pretti whole yanke thing id rather lose alc everi year live detroit miss real steinbrenn gloryday,Neither hate speech nor offensive language
13911,pretti sure got ya bitch nude phone nigga,Offensive language
13912,pretti weird flight attend instruct say welcom oc exit plane,Offensive language
13913,probabl go tackl kenzi see tbh miss bitch,Offensive language
13914,probabl save kingborgman ass today gas diesel would without redneck ,Offensive language
13915,procrastin realli bitch,Offensive language
13916,produc yung jewro bouta drop dis hoe ,Offensive language
13917,profesion sport enjoy white trash,Offensive language
13918,project pay soft ass littl bitch,Offensive language
13919,promis love obeyand hit daygirl say genuinelyfuck bitch sayi,Offensive language
13920,promis made bitch  bxtch,Offensive language
13921,protect bitch cost,Offensive language
13922,proud redneck patriot  catslmbo koichiccheryl bjatw davesgril,Neither hate speech nor offensive language
13923,puffi face hoe,Offensive language
13924,puig zero line yet hes still go fuck bitch appear,Offensive language
13925,pull nicca bore,Offensive language
13926,pull ex make bitch mad,Offensive language
13927,pull ex make bitch mad,Offensive language
13928,pull x make bitch mad,Offensive language
13929,pull coco ratchet way home kayysavag yes bitch,Offensive language
13930,pull hoe aint someth proud hoe go anybodi ,Offensive language
13931,pullout game trash iyanla intrrvent man kid women ,Offensive language
13932,pumpkin spice marlboro da hoe,Offensive language
13933,punch hoe caus deserv,Offensive language
13934,punk ass broke faggot,Hate speech
13935,punk ass cop jus bulldog bitch ,Offensive language
13936,punk bitch walk tall like got someth prove,Offensive language
13937,punk bitch,Offensive language
13938,pussi pussyan everi women got oneso u gotta ladi,Offensive language
13939,pussi ass hoe nigga cant fuck wit yall,Offensive language
13940,pussi ass nigguh name jesus daddi,Offensive language
13941,pussi gotta trash rt adolfhibsta love life sad lol rt cqminaj im glad khloe k dump french ghetto ass,Offensive language
13942,pussi like girl  zaaaammnn pussi gay ,Offensive language
13943,pussi nicca aint friend aint gotta   icewearvezzo voic,Offensive language
13944,pussi mouth pussi pinki ring,Offensive language
13945,pussi pussi,Offensive language
13946,pussi dont get pussi,Offensive language
13947,pussi pussi get need,Offensive language
13948,put tch pussi first ,Offensive language
13949,put ring aint yo bitch ,Offensive language
13950,put place caus pussi dont get pussi,Offensive language
13951,put everyth love aint ugli bitch finna talk crazi car id put ass make walk,Offensive language
13952,put redskin start lineup instead dolphinsitl fun said,Neither hate speech nor offensive language
13953,put weight back rack bitch smdh lol dick chaney ,Offensive language
13954,put ya hand grade bitch,Offensive language
13955,put yo bitch figur bedrock,Offensive language
13956,put hand bitch aint gon shoot,Offensive language
13957,put tit back shit bitch,Offensive language
13958,putin make barackobama look like bitch foreign polici,Offensive language
13959,quan dino rt faggot ass nigga aight man,Offensive language
13960,quan stop rt faggot tl,Offensive language
13961,quisiera amart puedo mi mama dijo dont love hoe,Offensive language
13962,quit blow feed bitch,Offensive language
13963,quit hoggin blunt bitch,Offensive language
13964,quit hurt women cuz im tire bitter nigga gotta go cuz hoe ass nigga,Offensive language
13965,quit talk shit fuck faggot your serious mad bc one want fuck even think,Offensive language
13966,quit teas bitch,Offensive language
13967,rampb trash compar earli,Neither hate speech nor offensive language
13968,rsurg charli bakerr point demost mass coakleyd dog  via bostonglob,Neither hate speech nor offensive language
13969,real nigga speak paperchaysin sound like ,Offensive language
13970,republican take massachusett governorship coakley conc gov race charli ,Neither hate speech nor offensive language
13971,rft tweet hereforeb nigga chang fuck em  bitch nigga day ,Offensive language
13972,rick told yall go back killem yall nicca didnt listen chew bob leg shit extra tasti crispi,Offensive language
13973,right sotyannaxo bitch say posit vibe bitch make fun someon weight,Offensive language
13974,rino trash like speakerboehn karlrov frankluntz see conserv democrat parti see black slave properti tcot,Hate speech
13975,rt  oyslovekeena never ever ever give nigga unless know fact  yeen finna play bitch ,Offensive language
13976,rt destineydunbar shit bird  ,Offensive language
13977,rt huffingtonpost jane seymour rock bikini crazi aunt jane thefaithann,Neither hate speech nor offensive language
13978,rt timatherac wow anoth faggot shinobicelsius timatherac wow anoth cam hater gtgt dat dude nice,Hate speech
13979,rt thatgapeach amp alla nigga hot boy  dont bring ice bitch ,Hate speech
13980,rt killallsimp black bitch think ok clap hand get argument bitch stfu steal yo ,Offensive language
13981,rt professor idontbekaren kelseysocrazi  bitch say hahaha ,Offensive language
13982,rt professor columbus found america kill injun sincethecubswonaworldseri,Offensive language
13983,rt cannon fuck mean macklemor trash nigger ,Offensive language
13984,rt oitscrunch def whini bitch rt manddddddd lawsofsex girl cri girl whini bitch,Offensive language
13985,rt n j cole fuck queer,Offensive language
13986,rt bandrel yaw hoe want thing money amp dick,Offensive language
13987,rt milekid hahahaha basic bitch funni,Offensive language
13988,rt thamend jihadi kill brendantevlin nj w least otherspart terrorist ring yrs ago  ,Neither hate speech nor offensive language
13989,rt granhman aint nothin cut bitch ayeee,Offensive language
13990,rt sport twitter tip cap say farewellcaptain jeter yanke stadium final video  ,Neither hate speech nor offensive language
13991,rt armaun hoe get boyfriend swear hoe anymor bitch boyfriend doesnt eras happen ,Offensive language
13992,rt bigmick today told woman quintessenti embodi sexual feminin drown pussi,Offensive language
13993,rt captaindrew supp wigga,Offensive language
13994,rt johnnycinco cant go wrong loyal bitch,Offensive language
13995,rt kellibell needi clingi men bitch issu,Offensive language
13996,rt khariz kim k lil sister hoe,Offensive language
13997,rt marsb might ugli hoe aint trippin,Offensive language
13998,rt rudeassninja yungngettinit carleycarllz bro dont argu reject ass disney model bitch better go play ,Offensive language
13999,rt smedia hoe get friend bae ,Offensive language
14000,rt trikoffici itsnotadam prob def good earli set energi tool want tune  less ,Neither hate speech nor offensive language
14001,rt wayhustl bitch love nigga got bitch,Offensive language
14002,rt wayhustl got bitch geekin sneakin cocaina cross custom  thedoniv,Offensive language
14003,rt deepwilliard sqquad come pussi go ass come ass go mouth way wont tell ,Offensive language
14004,rt goodlookingman bee met yanke lost good day basebal,Neither hate speech nor offensive language
14005,rt stblockrodi bitch alway pocket ,Offensive language
14006,rt stblockthoma stblocjeremiah know bitch mad like im ,Offensive language
14007,rt stblockthoma stblocjeremiah lowworldsfinest nah boa nigga wayn run mouth like hoe amp girl aint hoe chill ,Offensive language
14008,rt stblockloke nigga jump brother said dre hood bitch st belong us imma go find ,Offensive language
14009,rt bub dont sweat hoe come wit money ,Offensive language
14010,rt potter grown men wear jersey grown men name themdont forget fuck pom pom,Offensive language
14011,rt happi birthday littl ass cousin doesnt rememb nonlydirtymik hope good one fag ,Offensive language
14012,rt vnds check homi sole sauc stuff miracl ,Neither hate speech nor offensive language
14013,rt yungsimmi flex aint turn take yo bitch fli town  macin stackin readi get crackin aint ,Offensive language
14014,rt yungsimmi hate lie ass bitch,Offensive language
